Region (Bhf);Techn. Platz (Bhf);Bezeichnung (Bhf);Bezeichn. TP (EQ);Equipment (EQ);Bezeichnung (EQ);Postleitzahl (EQ);Ort (Bhf);Standort EQ;Hersteller (EQ);Baujahr (EQ);Klassenbezeichnung;ANTRIEBSART;ANZAHL_HALTESTELLEN;ANZAHL_TUEREN_KABINE;ANZAHL_TUEREN_SCHACHT;FOERDERGESCHWINDIGKEIT;FOERDERHOEHE;LAGE;TRAGKRAFT;ERWEITERTE_ORTSANGABE;MIN_TUERBREITE;KABINENTIEFE;KABINENBREITE;KABINENHOEHE;AUSFTEXTLICHEBESCHREIBUNG;TUERHOHE;FABRIKNUMMER;TUERART;GEOKOORDINATERECHTSWERTNEU;GEOKOORDINATEHOCHWERTNEU;NAMEGEMAESSWEGELEITSYSTEM;VERKEHRENDEVERKEHRSMITTEL
3;798;Börßum;Bahnsteig Gleis 1/2;10545515;Personenaufzug Bstg Gl 1/2  2018;38312;Börßum;BSTG GL 1/2;;2018;Personenaufzüge;SEIL;2;2;;20000;;;10000000;;10000000;21000000;11000000;21000000;zu Gl 1/2;20000000;11059862;;10,5685;52,0604213;;
6;6137;Tamm (Württ);Sonstiges;10556242;PAufzug_HA0377_Bhf. Vorplatz;71732;Tamm;;Schindler Aufzüge GmbH;2017;Personenaufzüge;SEIL;2;1;1;;38700;;7500000;;;;;;;;10959066;;9,1250107;48,921715;;
5;2892;Homburg (Saar) Hbf;Bahnsteig 7/8;10354592;Personenaufzug Gl.7/8 46101-004;66424;Homburg (Saar);HA 0014;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;37300;;13000000;;;;;;zu Gleis 4/5;;;;7,3365067;49,328015;;
3;2581;Hasselbrook;S-Bahnsteig Gleis 1/5;10506633;Personenaufzug HA 1603  (S-Bahnsteig);22089;Hamburg;S-BAHNSTEIG BRÜCKE;Schindler Aufzüge AG;2015;Personenaufzüge;SEIL;2;;;10000;50200;;10500000;;10000000;21000000;11000000;23000000;zu Gleis 1/5 (S-Bahn);21000000;10780594;;10,0566749;53,5649061;;
1;561;Berlin-Spandau;Bahnsteig B Gleis 3/4;10464326;AZ Gl 3/4 F&R-Bstg. Fabrik Nr. 284011111;13597;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;65580;AUßEN;10500000;"GL3/4;MITTE";10000000;21000000;11000000;22500000;zu Gleis 3/4;21000000;284011111;ZS2;13,1984391;52,5344329;;
2;2207;Gößnitz;Bahnsteig 1 - 2;10500638;Personenaufzug Bahnsteig 1/2;4639;Gößnitz;MITTELBAHNSTEIG;Schindler Aufz u.Fahrtre. GmbH;2017;Personenaufzüge;SEIL;2;2;2;;35300;;10500000;;;;;;zu Bahnsteig1/2/3/4;;10878609;;12,4293085;50,8932265;;
7;1059;Coburg;Bahnsteig 2, Gleis 2/3;10553844;Aufzug Bahnsteig 2 Gl 2/3 HA2044;96450;Coburg;BAHNSTEIG 2 GLEIS 2/3;Schindler;2018;Personenaufzüge;SEIL;2;2;2;10000;39060;;10500000;;10000000;;;;Gleis 2/3;21000000;10966195;;10.9575085;50.2627855;;
1;3067;Jungfernheide;Regionalbahnsteig;10594902;AZ Gl. 3/4 (Regio) / Fabrik-Nr: 20052842;10589;Berlin;;Fa. Schindler;2018;Personenaufzüge;SEIL;2;2;2;10000;63050;AUßEN;10500000;"REGIO BSTG. GL 3/4; AUSGANG";10000000;21000000;11000000;22000000;zu Gleis 3/4 Regionalbahnsteig;21000000;20057842;ZS2;13,30063867;52,5303961;;Regionalverkehr
4;2263;Grevenbroich;Empfangsgebäude;10259778;Personenaufzug;41515;Grevenbroich;BAHNSTEIG 3;Kone;2002;Personenaufzüge;SEIL;2;1;2;10000;32300;;10000000;;;;;;von Empfangshalle zu Tunnel;;;;6,580483038;51,09319548;;
4;4440;Neuss Hbf;Bahnsteig 01;10479535;Personenaufzug Bstg. 1 Gl 1/2;41462;Neuss;BAHNSTEIG 1 / GLEIS 1/2;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;45000;;10500000;;;;;;zu Gleis 1/2;;;;6,6848938;51,2040429;;
2;6633;Weißenfels;Bahnsteig 3-4;10269209;Personenaufzug;6667;Weißenfels;BAHNSTEIG 3/4;Kone;2004;Personenaufzüge;SEIL;2;1;2;10000;46000;;10000000;;10000000;21000000;11000000;22000000;zu Gleis 3/4;21000000;5948004;ES2;11,9710009;51,2047457;;
5;2389;Grünberg (Oberhess);Bahnsteig 2 / (Gleis 2/3);10508975;Aufzug Bahnsteig 2, HA 426;35305;Grünberg;BAHNSTEIG 2;Schindler;2019;Personenaufzüge;SEIL;2;1;2;10000;40000;;10500000;;;;;;zu Gleis 2/3;;;;8.9597623;50.5967065;;
2;2073;Gera Hbf;Bahnsteig  5 a,b / 6 a,b;10378165;Personenaufzug Bahnsteig 5a/6a;7545;Gera;;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;68300;BAHNSTEIG-ÖPNV;10700000;;;;;;zu Gleis 5/6;;;;12,07653131;50,88263539;;
5;1866;Frankfurt (Main) Hbf;Aufzüge - B-Ebene -;10020991;Personenaufzug HA 084    46101-035;60329;Frankfurt am Main;B-EBENE<>KG FHG (MIETER/LIEF.);Becker + Reinhardt;1976;Personenaufzüge;HYDRAULISCH;2;1;2;4800;28800;INTEGRIERT;5000000;;;;;;;;;;;;;
5;1856;Frankfurt (Main) Süd;Personenunterführung;10350378;Personenaufzug HA 015  46101-001;60594;Frankfurt am Main;BSTG 1/2 <--> PU;Thyssen Krupp;2007;Personenaufzüge;SEIL;2;;;;60000;;6750000;;;;;;zu Gleis 1/2;;;;8,6861576;50,0995355;;
5;296;Bad Kreuznach;Bahnsteig 1;10489235;Personenaufzug Bstg. 1  HA MZ 13;55543;Bad Kreuznach;PERSONENAUFZUG BSTG. 1;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;41550;OBEN ÜBER;10500000;;;;;;zu Gleis 1;;;;7,86632;49,8428;;
3;6530;Wandsbeker Chaussee;S-Bahnsteig Gleis 1/2;10323601;Personenaufzug HA 064;22089;Hamburg;BAHNSTEIG;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;2;2;2;10000;55000;;10500000;;10000000;21000000;11000000;23000000;zu Gleis 1/2 (S-Bahn);21000000;47KAE015;;10,0598084;53,5700188;;
2;1156;Delitzsch unt Bf;Delitzsch unt Bf Bahnsteigber. Bstg 01;10456524;Personenaufzug Bstg 1;4509;Delitzsch;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 1;;;;12,3452505;51,5250055;;
2;1972;Fröttstädt;Bahnsteig 1;10501846;Personenaufzug Bstg 1;99880;Fröttstädt;GLEIS 1;Schindler Aufzüge;2017;Personenaufzüge;SEIL;2;1;2;;;;;;;;;;Bahnsteig 1;;;;10,5726725;50,9306355;;
6;5333;Rommelshausen;Bahnsteig 01;10303020;PAufzug_HA0338_Bstg.1;71394;Kernen;BAHNSTEIG 1;Kone;2003;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 1;;5840798;;9,3190268;48,8154994;;
5;2402;Grünstadt;"Bahnsteig 2; Gl.5/7";10595946;Aufzug Bstg.2 Gleis 5/7 Nr.22702 HA 0066;67269;Grünstadt;PERSONENAUFZUG;Schindler;2019;Personenaufzüge;SEIL;2;2;2;;37600;;;UNTER BSTG.DACH;;;;;zu Gleis 5/7;;20060115;;7,7688406;49,4358623;;
1;8240;Ludwigsfelde-Struveshof;Bahnsteig 1 Ri. Berlin;10477644;Az Gl. 1 Fabrik.Nr.:284012036;14974;Ludwigsfelde;BSTG 1 ZUR FGBR;ThyssenKrupp Aufzüge GmbH;2013;Personenaufzüge;SEIL;2;1;2;10000;65480;AN DER FGBR;10500000;AN DER FGBR BSTG.1;10000000;21800000;11000000;22000000;zu Gleis 1;21000000;284012036;ZS2;13,232916;52,3172287;AUFZUG GLEIS 1;Regionalverkehr
4;1409;Düsseldorf-Eller Süd;Bahnsteig 01;10488432;Personenaufzug Bahnsteig HA 1099;40229;Düsseldorf;BAHNSTEIG;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;4;10000;50700;;10500000;PERSONENUNTERFÜHRUNG;10000000;21000000;11000000;22000000;zu Gleis 3/4;21000000;282013026;ZS2;6,8358566;51,1982195;;
5;8244;Germersheim Mitte/Rhein;Bahnsteig 3 (hoch);10463496;Aufzug Nr.283210042;76726;Germersheim;PERSONENAUFZUG BSTG 2/3;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;;60000;;;;;;;;zu Gleis 3;;283210042;;8,3793473;49,220099;;
1;5373;Rostock-Marienehe;RAUM Technik Aufzug;10438588;AZ (Bstg.1/2-Brücke) Nr.47KAL832;18069;Rostock-Marienehe;BAHNSTEIG-FUßGÄNGERBRÜCKE;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;1;2;10000;62600;AUßEN;7500000;"GL1;GL2; PÜ1OG";9000000;19000000;15600000;22000000;zu Gleis 1/2;20000000;47KAL832;ZS2;12,0804963;54,1113427;;
6;2726;Herrenberg;Bahnsteig 02, Gleise 2+3;10029785;PAufzug_HA0196_Bstg.2, Gl.2/3;71083;Herrenberg;BSTG. 2 GL. 2/3;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;;2;6600;50000;NEBEN;6300000;;;;;;zu Gleis 2/3;;47KAJ029;;8,8625145;48,5939172;;
6;1621;Erbach (Württ);Bahnsteig 01;10491607;PAufzug_Erbach_Bstg.1;89155;Erbach (Württ);;Schindler GmbH;2014;Personenaufzüge;SEIL;2;;;10000;41100;;10500000;;9000000;;;21000000;zu Gleis 1;;10750311;;9,8945816;48,3254319;;
4;1713;Essen-Werden;S- Bstg. 1 Ri Essen;10480227;Personenaufzug Bstg. 1;45239;Essen;;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 1 (S-Bahn);;282210077;;6,9979484;51,3868951;;
7;5696;Schwabach;Bahnsteig 01   232 mtr.;10097083;Personenaufzug Bstg 1 (HA4004 );91126;Schwabach;BAHNSTEIG 1;OTIS GmbH & Co. OHG;2001;Personenaufzüge;HYDRAULISCH;2;2;2;40000;38500;GLEIS 1;10500000;BAHNSTEIGMITTE;9000000;21000000;11000000;22000000;zu Gleis 1;21000000;47KP2419;ES2;11,0349822;49,3262023;;
1;548;Berlin-Köpenick;Empfangsgebäude;10570035;AZ Gl. 1-2 / Fabrik-Nr: 20055408;12555;Berlin;;Schindler GmbH;2018;Personenaufzüge;SEIL;2;2;2;10000;59490;;10000000;"GL1/2;AUSGANG";10000000;21000000;11000000;21500000;zu Gleis 1/2 (S-Bahn);21000000;20055408;ES2;13,5797837;52,45875909;;
1;8214;Waßmannsdorf;Zugangsbauwerk Gleis 2 Ri. Berlin;10466003;AZ Gl. 2 (Ri Berlin) / F-Nr: 20020027-1;15831;Waßmannsdorf;;Schindler GmbH;2011;Personenaufzüge;SEIL;2;2;2;10000;80000;AUßEN;10500000;ZUGANGSBAUWERK-BSTG.;10000000;21000000;11000000;22000000;zu Gleis 2;21000000;20020027-1;ZS2;13,4637534;52,3683272;;
5;3127;Kassel-Wilhelmshöhe;Aufzugsmaschinenraum;10186448;Personenaufzug Bstg. 4 HA 28;34131;Kassel;AUFZUG BSTG 4;Thyssen Krupp;2008;Personenaufzüge;SEIL;2;2;2;10000;76000;UNTEN;10000000;;;;;;zu Gleis 9/10 Abschnitt C;;;;9,4486176;51,310845;;
7;2422;Günzburg;Bahnsteig 02;10333707;Aufzug 2;89312;Günzburg;BSTG. GL. 2/3;Thyssen Krupp;2005;Personenaufzüge;SEIL;2;2;2;;44800;BAHNSTEIG;14500000;UNTERFÜHRUNG;10000000;21000000;14000000;22000000;zu Gleis 2/3;21000000;287403009;ES2;10,27941762;48,46062298;;
7;4234;München Hbf;Fußgängergeschoß/Tiefbahnhof;10121792;HA 0085 Personenaufzug VTE/S-Mittel-Bstg;80335;München;S-BAHN HP MITTELBSTG;Herold & Co;2005;Personenaufzüge;HYDRAULISCH;2;1;2;5000;51400;MITTELBSTG., S-BAHN;8250000;NÖRDLICHER AUSGANG;11000000;21000000;16000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;51445;ZS2;11,559259;48,1414357;;
4;5004;Wülfrath-Aprath;Bahnsteig 1 (Ri Wtal);10256018;Aufzug HA 0010 Gl 1 West;42489;Wülfrath;BSTG 1 RI WTAL;Thyssen Krupp;2001;Personenaufzüge;HYDRAULISCH;2;2;2;5000;65100;;10500000;;10840000;18300000;14070000;21600000;zu Gleis 1;21100000;244219716;ZS2;7,0723619;51,2684742;;
6;4657;Oberkochen;Zuwegung;10457315;PAufzug_Oberkochen_Zugang;73447;Oberkochen;;OTIS GmbH & Co. OHG;2011;Personenaufzüge;SEIL;2;;;;;;;;;;;;von EG zu Tunnel;;;;10,10709635;48,78222082;;
3;4787;Osnabrück Hbf;Aufzugsschacht - OTIS;10417240;Personenaufzug Gl. 2/3 (47 NAH 930);49074;Osnabrück;BAHNSTEIG 2/3 - P.TUNNEL;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;2;2;10000;33600;ABGANG A/GLEIS2/3;10500000;BAHNSTEIG 2/3;9000000;22500000;9300000;22000000;zu Gleis 2/3;21000000;47NAH930;;8,0612774;52,2724458;;
2;7848;Leipzig Messe;Leipzig Messe Mittelbahnsteig 3 / 4;10200695;Personenaufzug;4356;Leipzig;BAHNSTEIG 4;OTIS GmbH & Co. OHG;2001;Personenaufzüge;HYDRAULISCH;2;2;2;4000;80000;;7800000;;;;;;zu Gleis 3/4;;;;12,38945739;51,39605684;;
3;835;Braunschweig Hbf;Bahnsteig Gleis 5/6;10435187;Personenaufzug OTIS 47NAL781;38102;Braunschweig;BAHNSTEIG C GLEIS 5-6;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;2;2;10000;48300;;10500000;;9200000;22000000;;21000000;zu Gleis 5/6 Abschnitt C/D;21000000;;;10,5404825;52,2521343;;
7;5400;Rottendorf;Bahnsteig 1 Gl.1;10571672;Personenaufzug west;97228;Rottendorf;BAHNSTEIG 1 GL.1;Häcker/Schindler;2018;Personenaufzüge;SEIL;2;2;2;10000;32790;BAHNSTEIG 1 GLEIS 1 WEST;10500000;BAHNSTEIG 1 GLEIS 1 WEST;10000000;21000000;10000000;23000000;Gleis 1 westl.;21000000;11079228;ZS2;10.028841;49.79111;;
6;2630;Heidelberg-Kirchheim/Rohrbach;Bahnsteig 01;10251910;PAufzug_Thyssen 23 13 22 125_Bstg.1;69124;Heidelberg-Kirchheim;BAHNSTEIG 1;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;2;10000;64500;AUßEN;10500000;BAHNSTEIG 1;;;;;zu Gleis 1;;231322125;;8,67531326;49,37869225;;
6;3377;Korntal;Bahnsteig 02;10458509;PAufzug_HA0309_Bstg.2;70825;Korntal;BAHNSTEIG 2;ThyssenKrupp Aufzüge GmbH;2011;Personenaufzüge;SEIL;2;2;2;10000;63780;;6750000;;;;;;zu Gleis 2/3;;287010137;;9,1215822;48,8264648;;
2;3636;Leipzig-Connewitz;Leipzig-Connewitz Bahnsteig 2/3;10479529;Personenaufzug Bstg 2;4277;Leipzig;;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;;;;;;;;;;;zu Gleis 2/3;;;;12,3868102;51,3012028;;
4;1590;Emsdetten;Bahnsteig 2 (Außenbstg);10357752;P-Aufzug 1 - Bstg 2, FabrikNr:10281764;48282;Emsdetten;PERS-TUNNEL AUFG ZU DEN BSTG.;Schindler GmbH;2008;Personenaufzüge;SEIL;2;4;4;10000;52800;AM BSTG 1;6500000;GL2;9000000;21000000;11000000;23000000;zu Gleis 2;21000000;10281764;;7,531876374;52,1764769;;
1;558;Schöneberg;S-Bahnsteig 11/12 (Ring);10007851;AZ Gl 11-12 (Ring-Vorort)/F-Nr 284008082;10827;Berlin;BSTG.;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;1;2;10000;63100;INNEN;10500000;;;;11000000;21700000;zu Gleis 11/12 (S-Bahn);21000000;284008082;ES2;13,352036;52,4793691;;
2;4576;Nordhausen;Inselbahnsteig 2/3;10460930;Personenaufzug Bstg 2/3;99734;Nordhausen;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;1;1;10000;;;10000000;;;;;;zu Gleis 2/2a/3;;;;10,788718;51,4928847;;
3;6310;Uelzen;Empfangshalle Südseite;10116464;Personenaufzug 22560 (Mieter Lasten AFZ);29525;Uelzen;EMPFANGSGEBÄUDE;Tepper Aufzüge GmbH;2000;Personenaufzüge;INDIREKT HYDRAULISCH;2;1;2;6300;40000;EMPFANGSGEBÄUDE;13500000;;9500000;21000000;;21000000;zu Gleis 101;21000000;;;10,55364633;52,97005638;;
4;4998;Porta Westfalica;Bahnsteig 1;10431198;Personenaufzug Gl 1/2;32457;Porta Westfalica;BAHNSTEIG- BRÜCKE;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2;1;2;10000;66300;AUßEN;10000000;"AUSG. ; GL 1+2";10000000;21000000;11000000;23000000;zu Gleis 1/2;21000000;47KAJ892;ZS2;8,92077734;52,24406503;;
2;8099;Leipzig Bayerischer Bahnhof;Bahnsteig 01;10477641;Aufzug Nord;4103;Leipzig;;OTIS GmbH & Co. OHG;2013;Personenaufzüge;SEIL;2;1;2;;;AUßEN;;VST CTL BAHNSTEIGBEREICH;;;;;zu Gleis 1/2;;;ES2;12,3811442;51,3301361;;
3;1721;Etelsen;Bahnsteig 2/3 (Richtung Bremen);10470213;Personenaufzug (281311017);27299;Langwedel;MITTELBAHNSTEIG;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;45600;;10500000;;;;;;zu Gleis 2/3;;281311017;;9,1242251;52,9991564;;
5;3898;Mainz Hbf;Bahnsteig 1;10545398;Personenaufzug Nr 6 (HA MZ 103);55116;Mainz;GLEIS 1 SÜD;ThyssenKrupp;2016;Personenaufzüge;SEIL;4;;;10000;104370;;14500000;;;;;22500000;zu Gleis 1 Abschnitt C/D;21000000;;;8,2589004;50,0013339;;
2;1352;Dresden-Neustadt;Insel-Bahnsteig 7/8;10467440;Personenaufzug Bstg 7/8 Neu;1097;Dresden;;Schindler GmbH;2012;Personenaufzüge;SEIL;2;1;2;10000;49100;;10500000;;;;;;zu Gleis 7/8 Abschnitt B/C;;;;13,740055;51,065902;;
5;4075;Merzig (Saar);Bahnsteig Gl. 1;10501111;Personenaufzug Bstg. 1 <--> PU_46101;66663;Merzig (Saar);;Schindler;2015;Personenaufzüge;SEIL;2;;;;;;10500000;;;;;;zu Gleis 1;;;;6,63427;49,43683;;
4;6037;Stolberg (Rheinl) Hbf;Überführung als Bahnsteigszugang;10534654;Personenaufzug PÜ/Parkdeck;52222;Stolberg (Rheinl);;Fa. Schindler;2019;Personenaufzüge;SEIL;4;;;10000;84800;;;;;;;;Aufzug zum Parkdeck;;;;6.21817;50.79438;;
4;5002;Porz-Wahn;Bahnsteig 1;10072185;HA 0051 Aufzugsanlage;51147;Köln;BAHNSTEIG GLEIS 1/2;TEPPER AUFZÜGE;2006;Personenaufzüge;SEIL;2;2;2;6000;44600;;8000000;;;;;;zu Gleis 1 (S-Bahn);;;;7,0794541;50,8581158;;
1;4557;Nikolassee;S-Bahnsteig 01;10313413;AZ Gl. 1-2 (S1) / Fabrik-Nr: 47KP6553;14129;Berlin;;OTIS GmbH & Co. OHG;2002;Personenaufzüge;SEIL;2;2;2;10000;40700;AUßEN;10000000;"GL1/2 S1;AUSGANG";9000000;22500000;9400000;22000000;von Gleis 1/2 zu Gleis 3/4;21000000;47KP6553;ES2;13,194322;52,4319495;;
2;2201;Jena-Göschwitz;Bahnsteig 6;10500179;Personenaufzug Bstg 6;7745;Jena;;Schindler;2015;Personenaufzüge;SEIL;2;1;2;;;;;;;;;;zu Gleis 6;;;;11,5937936;50,8840753;;
4;5335;Köln-Müngersdorf Technologiepark;S-Bahnsteig 01;10202491;HA 0033 Aufzugsanlage;50829;Köln;BAHNSTEIG;MAHLER & PAULUS;2003;Personenaufzüge;HYDRAULISCH;2;2;2;4000;76200;;10000000;;;;;;zu Gleis 1/2 (S-Bahn);;;;6,8880866;50,9483748;;
5;3720;Limburg (Lahn);Bahnsteig 3 / (Gleis 4/5);10415329;Personenaufzug HA 338;65549;Limburg;GLEIS 4/5;Tepper Aufzüge GmbH;2007;Personenaufzüge;SEIL;2;2;2;;28600;;10500000;;;;;;zu Gleis 4/5;;;;8,063169377;50,38440942;;
3;2517;Hamburg-Altona;S-Bahnsteig 02, Gl 3/4 (-2 Ebene);10484324;Personenaufzug HA 048  (Gleis 3/4);22765;Hamburg;;ThyssenKrupp Aufzüge GmbH;2013;Personenaufzüge;SEIL;4;2;4;10000;142800;;10000000;;9000000;17000000;12000000;22000000;zu Gleis 3/4 (S-Bahn);21000000;281010055;;9,9347884;53,5520514;;
6;2362;Heddesheim/Hirschberg;Bahnsteig 1;10501051;PA_Bstg.1_Schindler_10996265;69493;Hirschberg an der Bergstr;BAHNSTEIG 1;;2017;Personenaufzüge;SEIL;2;2;2;;74600;;10500000;ZU GLEIS 1 (ABWÄRTS);;;;;zu Gleis 1;;10996266;;8.63346;49.50925;;
7;4266;München-Pasing;Bahnsteig E, Gleis 9/10;10464596;HA 1067 Personenaufzüge Gleis 9/10;81241;München;GLEIS 9/10;OTIS GmbH & Co. OHG;2012;Personenaufzüge;SEIL;2;2;2;10000;48000;GLEIS 9/10;16500000;BAHNSTEIGMITTE;11000000;21000000;16000000;22000000;zu Gleis 9/10 Abschnitt D;21000000;47NAM481;;11,461665;48,1502375;;
1;6251;Treptower Park;S-Bahnsteig 01 Gl. 1/3;10455445;AZ Gl. 1-3 / Fabrik-Nr: 284010095;12435;Berlin;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;1;2;10000;53100;AUßEN;10000000;"GL1/2;AUSGANG";9000000;21000000;11000000;22000000;zu Gleis 1/3 (S-Bahn);21000000;284010095;ZS2;13,461658;52,4938342;;
2;1634;Erfurt Hbf;Bahnsteig 9/10;10321451;Personenaufzug Bstg 9/10;99084;Erfurt;46101.003;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;;;;;;;;;;;zu Gleis 9/10 Abschnitt D/E;;;;11,0382615;50,9720578;;
2;2066;Genthin;Bahnsteig 2/3;10468985;Personenaufzug Bstg 2/3;39307;Genthin;;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;;;6300000;;;;;;zu Gleis 2/3;;;;12,15706197;52,40314726;;
1;536;Berlin-Buch;S-Bahnsteig 01;10485752;AZ Gl. 1/2 EG-Bstg./Fabrik-Nr: 284013013;13125;Berlin;;Thyssen Krupp;2014;Personenaufzüge;SEIL;3;2;1;10000;59800;AUßEN;10500000;"GL.1/2;ZWISCHENEBEN;STRAßE";10000000;22000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;284013013;ES2;13,4925069;52,6365121;;
5;5440;Rüsselsheim;Personentunnel;10334002;Personenaufzug_HA 334_46101-001;65428;Rüsselsheim;UF <> BSTG.1;Alois Kasper;2006;Personenaufzüge;SEIL;2;;;;38600;;;;;;;;zu Gleis 1;;;;8,4131388;49,9917086;;
3;855;Bremen Hbf;Empfangshalle;10112296;Personenaufzug ( Lounge) (21763);28195;Bremen;"53Â°04'58.2""N 8Â°48'47.1""E";Tepper Aufzüge GmbH;1999;Personenaufzüge;HYDRAULISCH;2;2;3;7400;53910;;10500000;;;;;;von Empfangshalle zu OG;;21763;;8,812771034;53,08286562;;
7;4051;Memmingen;Bahnsteig A;10495162;Personenaufzug Bst. 1 HA 3029;87700;Memmingen;AUFZUG BSTG. A;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;;;;10000000;;10000000;21000000;;22000000;zu Gleis 1;;10789199;ES2;10,1867555;47,9851206;;
4;7769;Meckenheim Industriepark;Bahnsteig 01;10473751;Personenaufzug Bstg 1;53340;Meckenheim;;Glatzel & Rieser;1995;Personenaufzüge;HYDRAULISCH;2;2;4;4500;45000;AUßEN;6300000;;;;;;zu Gleis 1;;;;7,027291365;50,64388649;;
6;6471;Waiblingen;Bahnhofsvorplatz;10437020;PAufzug_HA0351_Bhf. Vorplatz;71332;Waiblingen;;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;2;2;10000;;1;10500000;;;;;;von EG zu Tunnel;;287208043;;9,3005829;48,8262093;;
1;3067;Jungfernheide;S-Bahnsteig 01;10455453;AZ Gl. 5-6 (S-Bahn)/Fabrik-Nr: 284010102;10589;Berlin;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;64900;AUßEN;10500000;"GL1/2;AUSGANG";10000000;23000000;9400000;21900000;zu Gleis 5/6 (S-Bahn);21000000;284010102;ZS2;13,300537;52,5305734;;
4;3320;Köln Hbf;Bahnsteig 1;10482243;Personenaufzug Bstg. 1;50667;Köln;BAHNSTEIG 1;THYSSEN;2011;Personenaufzüge;SEIL;2;1;2;10000;53300;;10000000;;;;;;zu Gleis 1;;;;6,9578014;50,9430751;;
5;7980;Frankfurt am Main Messe;S-Bahnsteige;10122848;+++INAK+++     Aufzug HA 298   46101-001;60326;Frankfurt am Main;SCHRÄGAUFZUG;Telefuni;1999;Personenaufzüge;SEIL;2;1;2;6300;72000;;6300000;;;;;;;;;;;;;
3;4044;Melle;Unterführung zu d. Bstg.;10460396;Personenaufzug Stadtseite (281511003);49324;Melle;ÜBERDACHUNG STADTSEITE;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;30000;;10500000;TUNNEL ZUR STADTSEITE;10000000;22500000;9500000;22500000;von EG zu Tunnel;21000000;281511003;;8,3429556;52,2091348;;
5;358;Bad Vilbel;Gleis 8 / 9;10463711;Personenaufzug   HA 236_46101-002;61118;Bad Vilbel;GL 8/9 <> PU;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;60000;;10500000;;;;;;zu Gleis 8/9;;;;8,7391959;50,1883361;;
1;7743;Seegefeld;Bahnsteig 1 Ri Nauen;10467778;Az Gl. 1 Fabrik.Nr.:284011162;14612;Falkensee;BSTG 1 ZUR STRAßE;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;77300;GLEIS 1;9000000;IM TREPPENHAUS ZU GL. 1;10000000;17000000;12000000;22500000;zu Gleis 1;21000000;284011162;ZS2;13,1157898;52,5526307;AUFZUG GLEIS 1;Regionalverkehr
7;4593;Nürnberg Hbf;Aufzug Treppenhaus 4, ERG;10223414;LA5 - TRH 4 (HA4010) 3 Haltest.;90443;Nürnberg;TREPPENHAUS 4 WESTL.LÄNGSHALLE;Schmitt&Sohn;2002;Personenaufzüge;SEIL;3;4;6;;;;13500000;;;;;;;21000000;76926;;11,081117;49,4455177;;
1;6723;Berlin-Westkreuz;S-Bahnsteig 11/12 Ring;10135258;AZ Gl. 11-12 / Fabrik-Nr: 284007111;14057;Berlin;;ThyssenKrupp Aufzüge GmbH;2008;Personenaufzüge;SEIL;2;1;2;10000;60000;INNEN;10000000;"GL11/12;AUSGANG";10000000;22000000;9400000;22400000;zu Gleis 11/12 (S-Bahn);21000000;284007111;ZS2;13,2835706;52,5012026;;
2;7068;Zwickau (Sachs) Hbf;Zwickau (Sachs) Bahnsteig 5;10447961;Personenaufzug Bst 5/6;8056;Zwickau;BAHNSTEIG 5-6;Thyssen Krupp;2010;Personenaufzüge;SEIL;2;1;2;10000;42300;;10000000;;;;;;zu Gleis 5/6;;;;12,4761338;50,7146034;;
